item_id;vectors
698;-0.093916945|0.030948266|0.6934265|0.008489341|-0.3142089|0.7854608|0.3032269|-0.24565695|-0.5715365|0.21122801|0.4439164|-0.15738535|-0.41590744|0.053126395|-0.07684289|-0.18256202|-0.24038725|-0.40897357|-0.4137877|0.36095047|0.56708187|0.80509686|0.21475443|0.07672064|-0.47872233|0.35745114|0.043418694|0.48717183|0.31847346|-0.21942529|-0.122689456|0.04352519|-0.4121884|0.13204701|0.13049896|0.6458387|0.31273428|0.37258655|0.21296528|-0.3773711|-0.16144188|0.2958385|-0.6659381|0.388176|0.135779|-0.328156|-0.61900204|0.41240957|-0.055378065|0.44491267|1.0799283|0.49826992|0.33415937|1.0778918|-0.877854|-0.08867952|0.73332244|0.018057466|-0.23899636|0.42928755|0.8240534|0.17007212|-0.7443792|0.26510197|-0.22628905|0.5628396|0.06962362|-0.5156079|0.45451626|0.80391616|-0.383687|-0.5631026|-0.48907524|-0.7553961|0.80832404|0.15084377|-0.32818663|-0.44170135|0.13248998|0.10798621|-0.4035303|-0.07034761|-0.3784492|-0.5891801|0.8043253|0.19489156|0.35862917|0.9139995|-0.15887263|0.09657611|-0.22602803|-0.25778896|-0.9060559|-0.8243794|-1.1379535|0.54599553|0.15032734|-0.17672072|-0.37192804|0.65851176
699;-0.059594993|0.34756973|0.013493091|0.13408478|0.10950808|0.347936|0.34025258|-0.18804194|-0.23508146|0.10192305|-0.22474878|-0.70131236|-0.48916098|0.54235804|0.28777316|-0.031975448|-0.33505082|-0.31037772|-0.10997062|0.10243847|0.4094968|0.58570087|0.5399308|0.1951649|-0.21418053|0.581343|-0.25221577|0.09649709|0.28127047|0.20231858|-0.38848|-0.16326486|-0.15898035|0.117766224|0.2575964|0.6370717|0.28764418|0.31493005|0.15853275|0.041603684|-0.2468363|0.26656976|-0.21705523|-0.049662963|0.18722126|-0.21284576|-0.42844823|0.6512806|-0.14470866|0.48000532|-0.045199156|0.33402857|0.3234824|0.3983639|-0.26701117|0.22224298|0.56483734|-0.18205202|-0.18688998|0.20525825|0.2217991|0.008805662|-0.04920055|0.33609247|0.25278535|0.249557|0.03635168|-0.27582902|0.1745506|0.38192773|-0.3127064|-0.18763946|-0.57526726|-0.4668768|0.24766174|-0.33065987|0.008657575|-0.36985072|0.33134815|0.34615692|-0.45396483|0.25298524|0.18573575|0.18950087|0.34259093|0.134222|-0.18926744|0.13118027|0.20746051|0.377545|-0.1822248|-0.2672798|-0.11426532|-0.3660068|-0.4956143|0.4528182|0.096497856|-0.31394577|-0.54730713|0.14267601
700;-0.022949219|0.54642594|0.7124913|0.02611944|0.37561187|0.8569721|-0.06851843|-0.7648797|-0.5361513|-0.05291879|-0.18399104|-0.3133504|-0.8093837|0.7050116|-0.18446983|0.048191376|-0.8219718|-0.006664425|-0.060768023|0.3360948|0.71078366|0.28340352|0.34958762|0.6273565|0.21839152|0.13249213|-0.37432092|0.19262722|0.07820764|0.58672804|-0.54461443|-0.15703858|-0.19904599|0.67016107|0.33405718|1.2499024|0.36855638|0.26160675|-0.23081768|-0.57025725|0.14648893|0.085233524|-0.33851823|0.58443683|0.25828236|0.36712933|-0.43541765|0.8656756|0.10717972|0.5478852|-0.05970791|0.65846646|0.24749064|0.8857889|-0.56579137|0.71585107|0.4459978|-0.18415794|-0.3218881|0.2964455|0.27366155|0.14897901|-0.68429667|0.61413413|-0.18993364|0.66959023|0.04616803|-0.77579457|0.9077041|0.50378394|-0.7881137|0.0845326|-1.3748729|-0.58210677|0.3896606|-0.36321878|-0.30579597|-0.42227787|0.45842773|0.56564385|-0.5898453|0.43831766|0.052420296|-0.14701591|0.45360422|0.26546642|-0.063547134|0.7989708|0.54655904|0.339672|-0.2769354|-0.23457551|-0.0032290965|0.012191206|-0.18268272|0.6373222|-0.04438454|-0.16374463|-0.601937|0.35793
701;-0.22305062|0.229983|0.25651732|0.19760007|-0.26856336|0.5321764|0.2551387|-0.35637632|-0.36780933|0.12861064|-0.21879283|-0.7236272|-0.4867681|0.27235672|0.20893487|0.32091397|-0.23464748|-0.3320286|-0.16546445|0.11945416|0.27179092|0.37431246|0.61736965|0.68364704|-0.18873236|0.6272988|0.3191582|0.300617|0.55567765|0.2507102|-0.47479802|-0.2084367|-0.44377935|0.16124842|0.73774624|0.7925029|0.54463357|0.2560078|-0.03303483|-0.30597216|-0.04990769|0.1801584|-0.18244964|0.16016948|-0.07306181|-0.28978753|-0.42370784|0.5030697|0.38925707|-0.082152635|-0.035238683|0.27003244|0.7127827|0.41643232|-0.22403005|0.26422557|0.84785974|0.21351588|-0.2091441|0.32682884|0.37233564|0.20620677|-0.6105751|0.49430948|0.0118370205|0.4321261|0.2778717|-0.3060114|0.34553605|0.87053907|-0.99361193|0.13284664|-0.9237085|-0.55693555|0.41258064|-0.7380193|-0.12688193|-0.16523021|0.46182308|0.26497588|-0.44410357|0.5696808|-0.39575952|-0.29187027|0.92040765|0.42739463|0.113882035|0.08097385|0.056828976|0.024632156|-0.16748145|-0.41067624|-0.51744795|-0.56430876|-0.79297984|-0.066477984|0.3765755|-0.10722609|-0.24506547|0.6205267
702;-0.09216383|0.55502033|0.23969467|0.46457732|-0.15552203|0.5287427|0.110923365|-0.6641059|-0.8124901|-0.050293416|-0.23240878|-0.33150077|-0.9415008|0.46773043|0.1913891|0.11362658|-0.49901903|-0.13875891|-0.35978574|0.56475866|0.12438922|0.9401082|0.12688391|0.7918347|-0.07283847|0.5444419|-0.0722099|0.6640715|0.09743023|-0.112279445|-0.29095528|-0.41494298|-0.3022507|0.63879275|-0.23085621|0.7895093|0.0040518343|0.5854523|-0.19702151|-0.43350005|-0.22173932|0.29680622|-0.20142421|0.26928905|-0.09563939|-0.14678508|-0.34915045|0.7574247|-0.52279025|0.51451945|0.078550175|0.496656|0.47255915|1.2123652|-0.29879627|0.49178135|0.59647363|-0.17596963|-0.14375155|-0.077022254|0.42946842|0.223078|-0.15132476|0.7693441|0.27832943|0.302831|-0.053152844|-0.17428589|0.40078306|0.4912486|-0.1296637|-0.054518007|-1.1653681|-0.8291914|0.37424192|-0.86544657|0.016379483|-0.28695104|-0.29651222|0.5462499|-0.27426293|0.121833846|-0.398201|-0.07466377|0.6886389|0.132761|0.071969725|0.1852935|0.31153095|0.2669842|-0.4186477|-0.50530934|-0.13025804|-0.35626957|-0.5531274|0.6136667|0.15137534|-0.17939845|-0.75049305|0.303595
703;-0.053985592|0.6736265|0.4925784|0.10568416|-0.32646883|0.31486666|0.68667525|-0.7670778|-0.3869675|-0.0020503402|0.13108295|-0.7329191|-0.46836138|0.43229994|0.44849265|-0.14784989|-0.15141526|-0.7686806|-0.37440485|0.42123383|0.2864873|0.73653007|0.5992776|0.12772585|-0.112946704|0.69531786|-0.13802591|0.23322897|0.052676976|0.1374462|-0.24527387|-0.4500611|-0.59812355|0.3624769|0.32702118|0.44455877|0.33209994|0.1697872|0.100816645|0.070192695|-0.5891203|0.46157455|-0.54641956|-0.02458226|-0.076789185|0.22731906|-0.5477464|0.44187844|-0.15175465|0.47043955|0.07738808|0.46885437|0.26105627|0.35158467|-0.150104|0.34750393|0.9691065|-0.23482388|-0.36012405|0.0056146085|0.53598064|0.24504074|-0.41356313|0.5436388|0.23655474|0.09210676|0.53566456|-0.025023222|0.4375961|0.39117822|-0.7336961|-0.20967793|-0.340571|-0.3618061|0.40735352|-0.5762794|-0.23718397|-0.39120346|0.52744234|0.83070064|-0.5708604|0.18297315|-0.089632705|-0.066336334|0.5771842|0.39271134|0.038626652|0.3322093|0.333945|0.07286164|0.049832918|-0.084512964|-0.44634497|-0.4127718|-0.2975884|0.15559418|-0.001851961|-0.04123327|-0.44799697|-0.061692163
704;-0.60020906|0.23879418|0.36870855|0.14689125|-0.44366|0.5686387|0.9391519|-0.019984737|0.23556376|0.09096647|-0.28451246|-0.9495646|-0.5545207|0.45631397|0.06668927|-0.060512103|-0.10382792|-0.80924034|0.5284326|0.19454306|0.52463484|0.6225562|0.23650542|-0.16202018|-0.4325111|0.8872948|-0.3446111|0.083013356|0.4511804|0.06698516|-0.024769008|-0.48116276|-0.45106253|0.22901534|0.16878912|0.7375143|0.201337|0.088869944|0.26699746|-0.20965339|0.03666272|-0.67024237|0.009476662|-0.43629748|-0.11192267|-0.31154492|-0.42804816|1.0436599|-0.20999476|0.478039|0.43682384|0.2868855|0.58922064|0.22909912|-0.6641042|0.7197659|1.050659|-0.04800128|-0.18475854|0.56554306|0.18976022|-0.103809446|-0.08612874|0.18972209|0.28332597|0.47158974|0.78553855|-0.25049102|0.63378793|0.43679014|-0.19334269|0.120095804|-0.7487345|-0.12676018|-0.20736617|-0.8553628|-0.46599144|0.32620698|0.3903496|-0.22055984|-0.80433714|0.34253705|-0.053103127|-0.31293333|0.4956713|0.43274564|0.055873796|-0.3057561|0.12388931|0.18776724|-0.25936046|-0.6220228|-0.13053118|-0.08002925|-0.929788|0.39112747|0.70380676|-0.5118723|-0.36641842|0.14997898
705;0.05480276|0.2523221|0.36397403|0.49133158|-0.3348052|0.3341643|0.34725064|-0.20899113|-0.5364433|0.06540186|-0.21574055|-0.6692367|-0.37450477|0.7668263|0.35016677|-0.03062544|-0.40995827|-0.4872986|-0.0934209|0.3514284|0.39232105|0.24545413|0.24168241|0.20193696|-0.3413219|0.88871986|-0.3527534|0.45541447|0.19689293|0.37523478|-0.43990827|-0.37394416|-0.3182828|0.15695587|0.1988383|0.38838804|0.56585914|0.38608873|0.044148494|-0.156213|0.0203745|0.23375538|-0.51909316|-0.2676113|0.024120644|-0.26564994|-0.25996628|0.66342396|-0.29323497|0.18866268|0.27604973|0.3420505|0.7279223|0.60532933|-0.38604698|0.21427259|0.50637376|0.04195776|-0.05114512|0.21116202|0.27979767|0.38483357|-0.3635776|0.54781604|-0.19079001|0.3906594|0.4468059|-0.5755237|0.5270027|0.5624982|-0.61727357|-0.15977101|-0.73990786|-0.614301|0.17846917|-0.41598994|-0.23229416|-0.24127708|0.67285895|0.124414176|-0.16937646|0.08213547|-0.08919711|0.1665383|0.18049923|0.18852724|-0.03178943|0.31924403|0.7647897|0.23672636|-0.33016276|-0.37481242|-0.022971109|-0.39565074|-0.46873817|0.32314944|0.38239482|-0.55772036|-0.3632049|-0.18064477
706;-0.57703024|0.04559917|0.6279607|0.18183663|0.600228|0.07129145|0.13835521|-0.30567613|-0.046770692|0.47244826|-0.107288994|-1.3611516|-0.530646|0.9139626|0.7133139|0.33108658|-0.055081308|-0.5732884|-0.37750825|0.29103482|0.0037152767|0.14409903|0.44857815|0.17433539|0.21143098|0.5297226|0.10572253|0.39047247|0.56316626|0.5874595|-0.37853822|0.10177928|-0.76162857|0.35609472|0.25709036|0.826583|0.6978444|0.20587485|0.025939647|-0.23263747|-0.014942057|-0.103925645|-0.14368403|0.14166826|-0.2796058|0.044436574|-0.3819978|0.76302767|-0.472714|0.27258307|0.40829724|0.8465611|0.5253503|0.5741902|-0.3092436|-0.010200441|1.1035562|0.2850282|0.28309995|0.29558307|-0.024995863|0.42999035|-0.3770082|0.33941573|0.39538872|0.28195196|0.3414356|-0.32871667|0.4807914|0.36229306|-0.6581433|-0.2781043|-1.1767429|-0.34553605|0.23001286|-0.36264265|-0.09501703|-0.5338195|0.1677466|0.44798163|-0.53813815|-0.18244782|0.32569206|-0.15489703|0.68181634|0.32342726|-0.35652494|-0.19085892|0.93234193|0.58485425|0.17745058|-0.41578174|-0.16379899|-0.42776546|-0.35086048|-0.3172406|0.35241723|-0.98192096|-1.134582|0.13133621
707;0.18316619|0.4499777|0.17101078|0.19186975|-0.15477093|0.24975148|0.1924576|-0.14382732|-0.23197974|-0.052271456|0.09734355|-0.6029496|-0.48582706|0.40739676|0.38930255|-0.17326017|-0.15955192|-0.26858366|-0.01499182|0.24189256|0.2559378|0.16272123|0.19712704|0.6701942|-0.2064268|0.9070784|-0.10204292|0.26609933|0.68141675|-0.37531158|-0.7470075|-0.2248893|-0.5029595|-0.14598297|0.17084876|0.9316726|-0.05790046|0.20755519|0.21891937|0.18989262|-0.38910618|0.1126867|-0.36393273|-0.09506136|0.18343371|-0.34316763|-1.0351931|0.12753844|-0.38778752|0.7346658|0.6411374|0.19325413|0.15672797|0.67788756|0.03996259|0.43409818|1.1015097|-0.45694146|-0.30607843|-0.064024895|0.3120274|0.40140563|-0.22392939|0.24518394|0.27770972|0.47875845|-0.4949956|-0.28284466|-0.5513166|0.2439503|-0.67754406|0.15932488|-1.1535008|-0.083590925|0.8257209|-0.094460204|-0.1192076|-0.11209267|0.24965116|0.23496214|-0.46617255|0.24211374|-0.25830558|-0.13748035|0.964713|-0.1594262|0.7070494|0.02644372|0.5263311|-0.070135266|0.27125797|-0.10404872|0.18417376|-0.8155639|-0.67579854|0.47246623|0.514547|-0.55394006|-0.3022035|0.12102385
708;-0.13038275|0.17440505|0.608217|0.5185489|-0.25293735|0.4153093|-0.0027418435|-0.09277031|-0.4238533|-0.044594437|0.4876546|-0.4088791|-0.67787445|0.2870812|0.15504998|-0.34621692|-0.046283334|-0.09823078|-0.02051638|0.2936048|-0.0023643821|0.22979696|0.22582911|0.054630503|-0.1656095|0.8133254|-0.686352|0.13854362|-0.32163137|-0.092086524|-0.0659664|-0.37515748|-0.63448656|0.2592529|-0.010555774|0.47015446|0.6072875|0.2468234|0.2648008|-0.045109063|-0.35521558|0.25396448|-0.6856336|0.03833083|0.40884417|-0.5588436|0.13236362|0.81434655|-0.0026680455|0.6805113|0.7961687|0.23462029|0.42227563|0.5284879|-0.30384007|0.2999653|0.4247192|0.07807129|0.34074634|0.41930538|0.42497784|0.64159024|-0.58379704|0.7353044|0.3705629|-0.10648997|-0.09696935|-0.83166146|0.34339893|0.8540023|-0.8790451|-0.06372371|-1.0640545|-0.15992227|0.50486296|-0.28180408|0.036981583|-0.7007704|0.47326738|0.32347527|-0.7834331|0.28497046|-0.27407894|-0.13862932|0.6441745|0.34693605|0.42458928|0.633779|0.72091454|1.0504732|-0.002538016|-0.041995093|-0.52180475|-0.5055781|-0.9791081|0.9382963|-0.11169465|-0.27694863|-0.010753185|0.39479348
709;-0.293291|-0.075989366|0.5947186|0.38688916|0.11200397|0.57909733|0.23001698|-0.49205285|-0.19820902|-0.14973429|-0.68940973|-0.6683152|-0.34308097|0.62853754|0.05642517|0.0637795|0.101533055|-0.38902697|-0.47058544|-0.26847968|0.037899196|0.42561918|0.2845276|0.42141646|0.008520603|0.4092792|0.1407215|0.3466115|0.29685795|0.45923936|-0.26472718|-0.009744033|-0.7146394|0.14857143|0.25815815|0.60176486|0.28332135|0.46324873|0.2730466|-0.66110337|-0.17704411|0.15223679|-0.7219588|0.368056|0.15164584|-0.6042419|-0.894231|0.12960878|0.5643259|0.7533896|0.35816878|-0.14579996|0.08856785|0.5173204|-0.14198|0.24810202|0.43890214|0.058746584|-0.22105588|0.6087347|0.6055275|0.08872868|0.14524777|-0.023886561|-0.28338528|0.28254676|0.053136647|-0.6290246|0.53052425|0.19740373|-0.46188992|0.8273661|-1.1760974|-0.68547213|0.1556347|-0.043224677|-0.39080805|-0.23335715|-0.06906921|0.68132365|-0.80289286|-0.21520185|-0.26881984|0.25066906|0.9996455|0.328534|-0.2987405|-0.075804695|0.54650414|0.220542|0.25613296|-0.20254984|-0.19116907|-0.0703989|-0.5586571|0.21818118|0.25862426|-0.6664711|-0.6087056|0.00035241246
710;0.030406907|0.7444939|-0.094685435|0.121989414|0.12015094|0.4513672|0.7127792|-0.44399643|-0.25431108|0.60757005|-0.5470331|-0.6432162|-0.37963134|0.6062023|0.33796418|-0.28852683|-0.6158096|-0.30087385|-0.22638695|0.43024087|0.7386396|0.26394597|0.37977567|0.50552523|-0.23220679|0.8450537|-0.3739372|0.20860761|-0.012241453|0.15036514|-0.15724492|-0.13753457|-0.21670896|0.43358177|0.0014377236|0.5851635|0.12387599|0.2916036|-0.37292296|-0.088164985|-0.24866763|0.2665262|-0.48367923|-0.007991431|-0.07681809|-0.22764972|-0.13630864|0.9010508|-0.04392825|0.20765075|-0.19965121|0.7025167|0.57872796|0.70201856|0.12656567|0.44789845|0.48805302|-0.051515743|-0.4519573|0.045457542|0.1278744|0.2949047|-0.10258349|0.39077753|0.027949266|0.74621093|0.5857338|-0.45017365|0.41633272|0.6322619|-0.58155966|-0.16810095|-0.60904855|-0.5099293|0.4737994|-0.67896175|0.043432727|-0.5039472|0.42554384|0.18646152|-0.42096478|0.28189453|0.13252337|0.55377877|0.45305157|0.036834627|-0.26777858|0.22474968|0.45636892|0.5113907|-0.1024694|-0.48718375|-0.15101093|-0.42386985|-0.81299293|0.5122451|-0.0562969|0.17619002|-0.5925831|-0.044085607
711;-0.08886175|0.16233401|-0.14870748|0.07827741|-0.14222549|0.34113124|0.5156675|0.09308769|-0.23349343|0.31198913|0.11330433|-0.9918014|-0.38244563|0.6677481|0.3538707|0.17844021|0.043212533|-0.7877344|-0.29516867|0.35838103|-0.18061413|-0.071712166|0.4462972|0.1822989|-0.2528597|0.9474227|-0.04081529|0.46870136|0.30988562|0.28655225|-0.08853254|-0.2915206|-0.36417627|0.22318228|0.49701387|0.20460176|0.14715524|0.34016886|-0.05493091|-0.2563975|-0.105920315|0.55089325|-0.47025952|-0.03582497|0.2817939|-0.4614142|-0.47290933|0.2693115|0.19791082|0.7919744|0.7213025|0.3175661|1.0200429|0.46016526|-0.6060424|0.27977782|0.28602377|-0.24442238|0.18365769|0.7370342|0.27211845|0.32107353|-0.042160317|-0.08298674|0.36258706|-0.3102584|0.46295595|0.021885931|0.23463082|0.3143538|-0.6661397|-0.36893982|-0.506654|-0.10798773|0.6608555|-0.26756147|-0.17592132|-0.647291|0.23456961|0.15909104|-0.8772094|-0.107794285|-0.017625056|-0.35773554|0.49459577|0.52504283|-0.022650681|0.17444094|0.8109379|-0.15887696|0.01631384|-0.120881714|-0.33692932|-0.2609663|-0.9604704|0.48421016|0.018593326|0.0217098|-0.7858165|0.8171387
712;-0.504349|-0.0003822893|0.0603389|0.9532163|-0.20395616|0.23075904|0.57957697|0.2138244|-0.21319322|0.30794844|-0.58194065|-0.9397137|-0.5747735|0.5956941|0.15859148|-0.37738243|-0.4506325|-1.1989772|-0.784953|0.22377822|0.397674|0.057547003|0.040699244|0.64105314|0.13173442|0.8905435|-0.25287595|0.33017355|0.48333392|0.13210692|0.040702194|-0.5473323|-0.50901484|-0.22944383|0.18495321|0.56285644|0.20487246|0.31860787|-0.076037616|-0.5573332|-0.30479044|0.19622603|0.3921044|-0.5658881|-0.19979964|-0.668887|-0.027847558|0.19166863|-0.13770124|0.42469442|0.20964915|0.48278642|0.3749061|0.33256665|-0.5792232|0.18052962|0.44736797|0.48640278|-0.40454775|-0.24248314|-0.08699867|0.33099648|-0.04941249|0.10903749|0.04405973|0.10715819|0.79878575|-0.7445402|0.3801723|0.6303644|-0.3259017|0.32771057|-0.7269713|-0.96249557|0.08337173|-0.2684181|-0.16264674|-0.41880226|0.06983298|-0.067676306|-0.5203854|0.31467697|-0.32435405|-0.06548998|0.41379613|-0.23449664|-0.0845294|0.0027135164|0.64190733|0.19817038|-0.25334623|-0.56660706|-0.4107785|0.2668457|-0.54201937|0.48997092|0.285882|0.043948054|-0.60214424|0.68237126
713;0.08571099|0.053054072|0.09911533|0.12238136|-0.31572706|0.63150305|0.35366005|-0.17750989|-0.1627986|0.055603333|-0.01087529|-0.7193401|-0.4944925|0.2036065|0.54549474|0.097960666|-0.08822517|-0.4802833|0.064197555|0.67298496|-0.06399685|0.17937271|0.49096143|0.24268681|-0.08975574|0.99414|-0.08317166|0.66768205|0.44180447|0.68822515|-0.2042849|-0.4933182|-0.26496816|0.39473063|-0.030442357|0.06477302|0.49547225|0.5955717|0.38785255|-0.2666339|-0.14795026|-0.6098075|-0.31729203|0.4619759|0.43254268|-0.4042044|-0.56003016|0.64234823|0.1976093|0.55096537|0.33376616|0.29405668|0.3664717|1.0077597|-0.33607078|0.33382073|0.73883814|-0.53285927|-0.05781868|0.80009675|0.50925565|0.459283|-0.332146|0.2503448|-0.072386816|0.4825421|0.075519286|-0.65237635|-0.14911592|0.44428572|-0.30584714|-0.08457559|-1.1143904|-0.37596315|0.6276773|-0.38337326|-0.21155602|-0.4934159|-0.08172482|0.84511054|-0.6324969|0.0006990582|-0.16572574|-0.58670104|0.53567505|0.23748802|-0.08014195|0.08221334|0.43063322|0.2939516|-0.17094631|-0.15038644|-0.37520468|-0.25806838|-0.2026285|0.3539626|0.2300014|-0.3721332|-0.24322465|0.5066787
714;-0.217699|0.04803159|0.18747023|0.33574376|-0.06946419|0.121072054|0.43223846|-0.24652387|-0.46409172|0.17570774|0.27852297|-0.44522262|-0.15617242|0.31120837|-0.028641984|-0.0970368|-0.4709099|-0.33749968|-0.38308555|0.49005648|0.1402901|0.27315822|0.4438116|0.18307719|-0.27779004|0.85053515|-0.25193423|0.18907529|0.45153442|0.053761274|-0.42280602|-0.4399559|0.047605366|0.13994981|0.25244176|0.6214369|0.5453272|0.33032197|-0.13857332|-0.39768168|-0.254067|-0.06237699|-0.27216357|-0.4166644|0.19742393|-0.54207426|-0.32952994|0.6345831|0.47466978|0.56790596|0.25941017|0.5626274|0.63820815|0.40735456|0.06493169|0.43232682|0.50876004|-0.1010284|-0.46615523|0.68020666|0.25975448|-0.35540354|-0.13168311|0.2862231|0.63722956|0.48150104|-0.0782512|-0.71157026|-0.2397401|0.47053075|-0.36543435|-0.6510527|-0.83003503|-0.39182663|0.29129797|-0.04362376|-0.22245921|-0.118977115|0.45898524|0.2893329|0.0341146|0.20499426|0.38954335|-0.04983957|-0.022144914|0.47177547|0.54204446|0.032498613|0.55133927|0.11246206|0.2867976|0.10748096|-0.5514677|-0.69773364|-0.53148675|0.59596515|0.28316775|-0.032084525|-0.45120165|0.5811773
715;0.46150875|0.39889485|0.5225609|0.4551928|-0.27306357|0.22301482|0.072808236|-0.5434094|-0.7790867|-0.15848723|0.21297435|-1.0414729|-0.0110963285|0.27374256|-0.22535719|-0.07265165|-0.39477775|-0.13609163|0.34788367|0.28466815|0.18851873|0.1974857|0.27438003|0.5347784|-0.03665541|0.60105103|-0.59924036|0.39627853|0.2469072|-0.10473302|-1.0311786|-0.21502937|-0.08742362|-0.07182808|0.45959133|0.42163703|0.6538975|0.11457595|0.44106537|-0.40345067|-0.032559067|0.40795588|-0.5571127|0.113331445|0.5060575|-0.87402743|-0.41991943|0.3086208|0.14283252|0.63781846|0.5529976|0.31207553|-0.020619422|0.34560084|-0.55057377|0.49242425|0.34348312|0.41971454|-0.35972738|0.25384375|0.40050867|0.44892985|-0.24229403|0.109465435|0.25361407|0.5191759|0.32201046|-0.38691813|-0.09825209|1.4481087|-0.30241573|0.12244505|-0.90358305|-0.6049708|0.2732163|-0.1769872|-0.38172793|-0.17933866|0.16297337|0.08486718|-0.58666766|0.25734264|-0.13934743|-0.2211217|0.44834417|0.09576956|0.092212394|0.35123128|0.16722992|0.37604177|0.12361094|-0.30829638|-0.2002758|-0.20522754|-0.3443793|0.4274837|-0.28106406|-0.64880586|-0.5241706|0.10636914
716;-0.23659746|0.54649234|0.28797197|0.3753623|-0.18741933|0.20632835|0.411478|0.3086667|-0.25863034|0.10294293|0.10948634|-0.41794124|0.35973433|0.18730024|0.0056696683|0.38727278|-0.07481411|-0.6638566|-0.55340874|1.0006742|-0.44189835|0.5642692|0.09814486|-0.018456161|-0.1531588|0.24216396|-0.36169413|0.68083715|0.45152742|-0.4251471|-0.5529333|-0.27174428|-0.88252825|0.11492461|0.7641665|0.37357843|0.07855931|0.27749282|-0.32400942|-0.010238916|-0.9547734|0.005781859|-0.71880907|-0.16303289|0.31250432|-0.28042403|-0.25260675|1.0968823|-0.16234791|0.63395023|-0.12337649|-0.11803785|-0.18296182|0.47062486|-0.36951697|0.59812295|1.1142448|-0.2720113|-0.008582532|0.57267535|0.2573834|-0.05599615|-0.42780071|0.27443802|-0.4307251|0.5928403|-0.048636913|-0.86968297|0.27022758|0.48047066|-0.7570666|-0.10124846|-1.0241593|-0.10404593|-0.046963066|-0.15292087|-0.6038595|-0.38137746|0.34473008|0.5908495|-0.64342386|-0.1055271|-0.21355467|-0.85924804|0.023100227|0.6846408|0.089000076|0.5966019|0.4154914|0.10048407|-0.23779243|0.05013801|0.08947331|-0.33471656|-0.38397008|0.83051705|0.32327503|-0.5001235|-0.3882515|0.20553967
717;-0.055563133|0.6102631|0.112783924|-0.07007706|0.3994843|-0.065158755|0.0012848973|-0.38998738|-0.4839073|0.057303555|0.2860466|-0.46310595|-0.7295996|0.5184866|0.57667005|0.37973824|0.09081486|0.16611272|-0.46798638|0.22479334|0.3409906|0.23152782|0.48550874|0.65626746|-0.09241381|0.295472|-0.6132047|0.21925445|0.58307165|0.047994748|-0.40633947|0.31043485|-0.650996|0.4534638|-0.11924201|0.43658996|0.21657161|0.23009102|-0.823593|-0.492844|-0.22326514|0.13727297|-0.3816153|0.50248927|0.48620778|-0.53234303|-0.44603625|1.0077815|-0.3789426|0.7714168|0.020455405|0.7565555|0.24154165|0.45678383|-0.36586115|0.58449835|0.53345937|-0.39737684|-0.18315001|0.44276547|0.34686267|0.31485534|-0.1576336|-0.25839642|-0.03808205|0.3521613|0.49906796|0.02012518|0.33518982|0.686941|-0.8234497|-0.07507151|-0.7914508|-0.2623079|0.35875311|-0.38420764|-0.045855384|-0.21966007|0.66055226|0.43416423|-1.2557278|-0.019163609|-0.41594976|-0.17838311|0.29375023|-0.03489247|0.27142936|0.60121715|0.14337775|0.516153|-0.022381518|-0.19853634|0.36149845|-0.7217634|-0.5424613|0.5435938|0.17434105|0.38471738|-0.12572575|0.3660151
718;0.07259859|-0.053124696|0.4137398|0.24961114|0.06159716|0.59137094|0.38085485|-0.3325928|-0.49879187|-0.16504776|0.0036084088|-0.45754468|-0.40793204|0.5779927|0.3046108|-0.09653747|-0.41434708|-0.09681088|0.019949928|0.20733452|0.18699728|0.5768367|0.43431166|0.36097503|-0.13264917|0.51598716|0.02517334|0.3389392|0.10614669|0.3523969|-0.6505476|-0.29852724|-0.13507146|0.032765448|0.26201516|0.3397004|0.37282297|0.4233258|0.16511796|-0.4437313|0.30006084|0.33050567|-0.31581017|-0.10027941|-0.16520627|-0.54433584|-0.42859435|0.33676|-0.09245082|0.40869647|0.2277562|0.53861904|0.22339231|1.0776689|-0.117007405|0.32889166|0.7474004|0.028857186|-0.23526011|0.15586177|0.40011477|0.28241313|-0.21170779|0.35471287|0.41392905|0.28132033|-0.14545973|-0.53073573|0.4439663|0.7826672|-0.43098462|-0.13649046|-0.9786375|-0.5078188|0.4940052|-0.26591814|-0.019083455|-0.09977303|0.21974057|0.32027152|-0.6873795|0.12245277|0.1426767|0.1742667|0.44137806|-0.039845034|-0.12244171|0.10979831|0.7107483|0.5053928|0.11477359|0.046061605|-0.16489875|-0.17244887|-0.42977363|0.47684863|0.024375573|-0.049499154|-0.723577|0.3166591
